,y,Ygroup,gender,level_of_education,enrollment_mode,ageCategory,ad1,ad2,ad3,ad4,sd1,sd2,sd3,sd4,de1,de2,de3,de4,cc1,cc2,cc3,cc4,rts1,rts2,rts3,rts4,score1,score2,score3,score4,y2,y3
2060,-2.0,C,f,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0,0,-1.9,-2.0
2061,-1.9,B,f,b,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.8,0.5238095238095238,0.75,0,0,-1.9,-2.0
2062,-1.9,B,m,hs,audit,>1995,1.0,0.8666666666666666,0.7,0.9,1.0,1.0,0.875,1.0,1.0,1.0,0.9166666666666666,0.8125,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,0.8333333333333334,1.0,0,0,-1.9,-2.0
2063,-2.0,C,f,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0,0,-1.9,-2.0
2064,-0.0,C,m,hs,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.5714285714285714,0.5,0.5,0.6666666666666666,0.14285714285714285,0,0,-1.9,-0.0
2065,-2.0,C,m,a,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,0,0,-1.9,-2.0
2066,-2.0,C,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,0.8333333333333334,1.0,0,0,-1.9,-2.0
2067,-2.0,C,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.8,0.8,1.0,0.75,0,0,-1.9,-2.0
2068,-1.9,B,f,None,audit,Null,0.9166666666666666,0.9,0.7,0.8,1.0,1.0,0.875,1.0,1.0,1.0,1.0,0.5833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.4,0,0,-1.9,-2.0
2069,-1.9,B,m,m,audit,1970-1985,0.9166666666666666,1.0,0.9333333333333332,0.5,1.0,0.6666666666666666,0.75,1.0,0.8,0.85,0.9166666666666666,0.375,0.6666666666666666,1.0,1.0,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.2857142857142857,0.5714285714285714,0.8333333333333334,0.75,0,0,-1.9,-0.0
2070,-2.0,C,f,b,verified,1985-1990,1.0,1.0,0.9,1.0,0.9375,1.0,0.75,0.6666666666666666,0.8666666666666668,0.8,1.0,0.8333333333333334,1.0,1.0,0.5,0.4,1.0,0.8,0.5714285714285714,0.5714285714285714,0.8333333333333334,1.0,0,0,-1.9,-2.0
2071,-1.9,B,o,p,verified,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0,0,-1.9,-2.0
2072,-2.0,C,m,b,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0,0,-1.9,-2.0
2073,-1.9,B,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.14285714285714285,0.375,0.6666666666666666,0.5714285714285714,0.15384615384615385,0.6666666666666667,0.14285714285714285,0,0,-1.9,-0.0
2074,-1.0,C,m,b,verified,1990-1995,1.0,0.9,0.5666666666666667,0.7,1.0,0.5,0.75,0.8333333333333334,0.7,0.7,0.9166666666666666,0.75,1.0,1.0,1.0,0.5,1.0,0.8,1.0,0.6666666666666666,0.8333333333333334,0.6,0,0,-1.9,-1.0
2075,-1.9,B,f,m,audit,1985-1990,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,0.75,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.42857142857142855,0.5714285714285714,1.0,0.3333333333333333,0,0,-1.9,-0.0
2076,-2.0,C,m,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,1.0,0,0,-1.9,-2.0
2077,-2.0,C,m,b,audit,1970-1985,1.0,1.0,1.0,0.8,0.875,0.8333333333333334,0.875,0.8333333333333334,0.8,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8,0.6666666666666666,1.0,0,0,-1.9,-2.0
2078,-1.9,B,m,m,verified,<=1970,0.9166666666666666,0.8,1.0,0.2,0.9375,1.0,1.0,1.0,1.0,0.5666666666666667,0.75,0.5416666666666666,0.6666666666666666,1.0,1.0,0.4,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,0,0,-1.9,-0.0
2079,-1.9,B,m,b,verified,1985-1990,1.0,0.7,0.7,0.7666666666666667,0.9375,0.8333333333333334,1.0,1.0,1.0,0.8,1.0,0.3958333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,0.625,0.6,0,0,-1.9,-1.0
2080,-2.0,C,m,m,verified,1985-1990,1.0,0.9,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9166666666666666,0.75,1.0,0.6,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5555555555555556,0.5714285714285714,1.0,1.0,0,0,-1.9,-2.0
2081,-0.0,C,m,m,audit,1985-1990,0.0,0.2,0.5666666666666667,0.6,0.0,0.6666666666666666,0.625,0.0,0.8,0.2,0.3333333333333333,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.42857142857142855,0.0,0,0,-0.0,-0.0
2082,-2.0,C,m,m,audit,1970-1985,0.9166666666666666,0.4,0.4,0.6,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334,1.0,0.7142857142857143,1.0,0.8,0.6666666666666666,0,0,-1.9,-2.0
2083,-2.0,C,m,p_se,verified,<=1970,1.0,0.7,0.8333333333333333,0.8666666666666668,1.0,0.5,1.0,1.0,0.9,0.8,0.9166666666666666,0.875,1.0,1.0,1.0,0.5,1.0,1.0,0.8,0.6666666666666666,0.6666666666666666,0.75,0,0,-0.95,-2.0
2084,-1.9,B,None,None,audit,Null,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2085,-0.95,B,f,m,verified,1985-1990,1.0,0.6,0.65,0.4666666666666666,1.0,0.5,0.375,0.5,1.0,0.2,0.16666666666666666,0.08333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.8333333333333334,0.14285714285714285,0.5714285714285714,0.25,0.42857142857142855,0.0,0,0,-0.95,-2.0
2086,-1.0,C,m,m,audit,1970-1985,0.7222222222222222,0.9,0.85,0.9,0.9375,1.0,1.0,1.0,0.8666666666666668,1.0,1.0,0.8125,0.6666666666666666,0.6,1.0,0.6666666666666666,0.7142857142857143,1.0,0.6666666666666666,1.0,1.0,1.0,0,0,-1.9,-1.0
2087,-2.0,C,m,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0,0,-1.9,-2.0
2088,-1.9,B,m,b,verified,1970-1985,0.9166666666666666,1.0,1.0,0.9,1.0,1.0,0.75,1.0,1.0,0.9,1.0,0.875,1.0,1.0,0.5,1.0,0.8333333333333334,1.0,1.0,0.8,1.0,1.0,0,0,-1.9,-2.0
2089,-1.9,B,m,b,verified,1970-1985,1.0,0.6,1.0,0.9,0.875,0.8333333333333334,1.0,0.8333333333333334,0.8,1.0,1.0,0.875,0.6666666666666666,1.0,1.0,0.6666666666666666,0.7142857142857143,1.0,1.0,0.8,1.0,0.75,0,0,-1.9,-2.0
2090,-0.0,C,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.75,0,0,-1.9,-0.0
2091,-1.0,C,m,p,audit,<=1970,1.0,0.8,0.8,0.8,0.875,0.6666666666666666,0.875,1.0,0.8,0.8,0.9166666666666666,0.75,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-1.0
2092,-1.9,B,m,a,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.5,0.8333333333333334,1.0,0.8,0.6666666666666666,1.0,1.0,0,0,-1.9,-1.0
2093,-2.0,C,f,p,audit,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0,0,-1.9,-2.0
2094,-2.0,C,f,b,audit,1970-1985,0.9166666666666666,0.9,0.65,0.9,1.0,0.5,1.0,0.8333333333333334,0.9,0.8,1.0,0.75,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,0.75,0,0,-1.9,-2.0
2095,-2.0,C,f,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2096,-0.6666666666666666,C,f,b,verified,1985-1990,0.3333333333333333,0.5666666666666667,0.5733333333333335,0.4333333333333333,0.3333333333333333,0.5,0.5,0.6666666666666666,0.39999999999999997,0.5166666666666666,0.39999999999999997,0.43333333333333335,0.2857142857142857,0.6,0.2222222222222222,0.2222222222222222,0.4166666666666667,0.4444444444444444,0.38461538461538464,0.2,0.625,0.42857142857142855,0,0,-0.38,-0.6666666666666666
2097,-1.9,B,f,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2098,-0.0,C,f,b,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.45833333333333337,1.0,0,0,-1.9,-0.0
2099,-2.0,C,m,m,audit,1970-1985,0.8333333333333334,0.9,1.0,0.9,1.0,1.0,1.0,1.0,0.8,0.9,0.9166666666666666,0.875,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2100,-2.0,C,f,hs,verified,1990-1995,0.8055555555555557,0.9,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8666666666666668,0.9,1.0,0.875,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.625,0.8,0.5,0.5,0.5714285714285714,1.0,0,0,-0.95,-2.0
2101,-2.0,C,f,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.6,0,0,-0.95,-2.0
2102,-2.0,C,f,a,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.625,0.8,0.8333333333333334,1.0,1.0,1.0,0,0,-1.9,-2.0
2103,-1.9,B,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0,0,-1.9,-2.0
2104,-1.9,B,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.42857142857142855,0.4,0.6666666666666666,0.7142857142857143,0.42857142857142855,0,0,-1.9,-1.0
2105,-1.9,B,m,m,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,0.8,0.5,1.0,0.6666666666666666,0,0,-1.9,-2.0
2106,-1.9,B,m,b,audit,1985-1990,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0,0,-1.9,-2.0
2107,-1.9,B,None,None,audit,Null,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.9,0.8,1.0,0.75,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0,1.0,0,0,-1.9,-1.0
2108,-0.475,B,m,b,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.8,1.0,1.0,0,0,-0.475,-0.0
2109,-1.9,B,m,b,verified,1985-1990,1.0,1.0,0.9,0.2,0.9375,1.0,0.75,1.0,0.9,1.0,1.0,0.7083333333333333,1.0,0.6,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,1.0,0.5,0,0,-1.9,-2.0
2110,-2.0,C,None,None,audit,Null,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9,0.9166666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0,0,-1.9,-2.0
2111,-1.9,B,m,m,audit,1985-1990,0.9166666666666666,1.0,1.0,0.8,1.0,1.0,0.875,0.6666666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0,0,-1.9,-1.0
2112,-2.0,C,m,None,audit,Null,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2113,-1.0,C,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.7142857142857143,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0,0,-1.9,-1.0
2114,-0.0,B,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7142857142857143,0.8,0.5,1.0,0.6666666666666666,0.0,0,0,-0.0,-0.0
2115,-2.0,C,f,hs,audit,>1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2116,-1.9,B,m,m,audit,1970-1985,1.0,1.0,0.7,0.9,0.875,1.0,0.875,1.0,1.0,0.8,0.9166666666666666,0.875,1.0,0.6,1.0,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.5,0,0,-1.9,-2.0
2117,-0.0,C,m,None,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.4444444444444444,0.25,0.6666666666666666,0.14285714285714285,0,0,-1.9,-0.0
2118,-2.0,C,m,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.75,0,0,-1.9,-2.0
2119,-0.0,C,m,m,verified,1970-1985,1.0,1.0,1.0,1.0,0.8125,1.0,0.75,1.0,0.9,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.6666666666666666,1.0,0.75,0,0,-1.9,-0.0
2120,-0.0,B,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.14285714285714285,0,0,-0.0,-0.0
2121,-0.6333333333333333,B,m,b,audit,1985-1990,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9166666666666666,0.7083333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6,0,0,-0.6333333333333333,-1.0
2122,-1.9,B,None,m,verified,Null,1.0,0.7,1.0,1.0,0.9375,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.8333333333333334,1.0,0,0,-1.9,-2.0
2123,-2.0,C,m,b,verified,1990-1995,0.9166666666666666,1.0,0.8,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.9166666666666666,0.875,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,0.7142857142857143,1.0,0,0,-1.9,-2.0
2124,-1.9,B,f,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,1.0,1.0,1.0,0.6666666666666666,0.5833333333333334,0.8,0.4,0,0,-1.9,-2.0
2125,-1.9,B,m,b,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.4,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,0,0,-1.9,-0.0
2126,-0.95,B,m,b,audit,1970-1985,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-0.95,-2.0
2127,-1.9,B,m,b,verified,1970-1985,1.0,0.8,1.0,0.8,1.0,0.6666666666666666,0.5,0.8333333333333334,0.7,0.6,0.5555555555555556,0.6666666666666667,1.0,1.0,1.0,1.0,0.5714285714285714,0.8,0.8,1.0,0.7142857142857143,1.0,0,0,-1.9,-2.0
2128,-2.0,C,m,m,verified,1970-1985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.75,0,0,-1.9,-2.0
2129,-2.0,C,m,b,verified,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2130,-2.0,C,m,b,audit,1970-1985,1.0,0.7,1.0,0.8666666666666668,0.9375,1.0,1.0,0.5,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.75,0,0,-1.9,-2.0
2131,-2.0,C,m,m,verified,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.6666666666666666,0.8,1.0,0.75,0,0,-1.9,-2.0
2132,-1.9,B,m,m,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.5714285714285714,1.0,1.0,0.6,0.8333333333333334,0.6,0,0,-1.9,-0.0
2133,-2.0,C,m,p,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,0.75,0,0,-1.9,-2.0
2134,-0.0,B,m,m,audit,1970-1985,1.0,0.9,0.4666666666666666,0.8,0.9166666666666666,0.5,0.75,0.8333333333333334,0.4666666666666666,0.26666666666666666,1.0,0.25,1.0,0.6666666666666666,1.0,0.3333333333333333,0.42857142857142855,0.5,0.3333333333333333,0.0,0.625,0.0,0,0,-0.0,-0.0
2135,-1.9,B,m,b,audit,1990-1995,0.9166666666666666,1.0,1.0,0.8,1.0,0.6666666666666666,1.0,1.0,0.7666666666666667,1.0,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,1.0,1.0,0.5714285714285714,0.5,1.0,1.0,0,0,-1.9,-2.0
2136,-2.0,C,f,b,audit,1990-1995,1.0,1.0,1.0,1.0,0.9375,0.6666666666666666,0.875,1.0,0.9,0.9,1.0,0.875,0.6666666666666666,0.6,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,0.75,0,0,-1.9,-2.0
2137,-0.0,B,f,b,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2,0.3333333333333333,0.5,0.8333333333333334,1.0,0.8,0.09375,0.5714285714285714,0.14285714285714285,0,0,-0.0,-0.0
2138,-1.0,C,m,m,verified,1985-1990,0.9166666666666666,1.0,0.8666666666666668,0.8666666666666668,0.9375,1.0,0.75,0.6666666666666666,0.7666666666666667,0.7666666666666667,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,0.8333333333333334,0.5,0,0,-1.9,-1.0
2139,-1.9,B,m,hs,audit,1990-1995,0.7222222222222222,0.8,0.9,0.9,1.0,0.8333333333333334,1.0,1.0,0.9,0.9,1.0,0.7083333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.4,0,0,-1.9,-2.0
2140,-2.0,C,m,hs,audit,>1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4,0.7142857142857143,1.0,0.5714285714285714,0.8,1.0,0.75,0,0,-1.9,-2.0
2141,-1.9,B,m,p,audit,1970-1985,1.0,0.9,1.0,0.9,1.0,1.0,0.875,1.0,1.0,1.0,0.9166666666666666,0.75,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.6666666666666666,0.8333333333333334,1.0,0,0,-1.9,-2.0
2142,-1.9,B,m,m,verified,<=1970,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.5,1.0,0.75,0,0,-1.9,-2.0
2143,-2.0,C,m,m,audit,1985-1990,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0,0,-1.9,-2.0
2144,-1.9,B,m,m,verified,1970-1985,1.0,1.0,1.0,0.8,0.9375,0.8333333333333334,0.875,1.0,0.7,0.7666666666666667,1.0,0.5208333333333333,0.5,0.4,1.0,0.6666666666666666,0.5,1.0,0.8,0.4444444444444444,0.8333333333333334,0.75,0,0,-1.9,-2.0
2145,-2.0,C,m,m,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2146,-0.95,B,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5833333333333334,1.0,1.0,0,0,-0.95,-2.0
2147,-2.0,C,None,None,verified,Null,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.7142857142857143,1.0,0,0,-1.9,-2.0
2148,-2.0,C,m,m,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0,0,-1.9,-2.0
2149,-1.9,B,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.6666666666666666,1.0,0.6666666666666666,0.75,0,0,-1.9,-2.0
2150,-2.0,C,m,hs,audit,>1995,1.0,1.0,0.9,0.8666666666666668,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.7083333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.8,0.6666666666666666,0.8333333333333334,0.75,0,0,-1.9,-2.0
2151,-2.0,C,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.3888888888888889,1.0,1.0,0,0,-1.9,-2.0
2152,-1.9,B,m,b,audit,1985-1990,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9,0.7,0.75,0.7916666666666666,0.6666666666666666,0.6,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8,0.25,0.14285714285714285,0,0,-1.9,-0.0
2153,-1.9,B,m,p_oth,audit,<=1970,1.0,0.9,1.0,0.8666666666666668,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,0.8,1.0,0.8,0.8333333333333334,0.75,0,0,-1.9,-1.0
2154,-1.9,B,m,other,audit,<=1970,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.875,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2155,-0.0,C,m,b,audit,1985-1990,1.0,0.8,0.8666666666666668,0.6,1.0,0.5,1.0,1.0,0.8666666666666668,0.2,0.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.8,1.0,1.0,0.14285714285714285,0,0,-1.9,-0.0
2156,-1.9,B,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.25,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.8333333333333334,1.0,1.0,1.0,0,0,-1.9,-2.0
